Station Name,NaPTAN ID,Hub NaPTAN,Lines
Church Street Tram Stop,940GZZCRCHR,N/A,[Tram]
Coombe Lane Tram Stop,940GZZCRCOO,N/A,[Tram]
Tamworth Road / Centrale Tram Stop,940GZZCRCTR,N/A,[Tram]
Dundonald Road,940GZZCRDDR,N/A,[Tram]
East Croydon,940GZZCRECR,HUBECY,[Tram]
Elmers End Station,940GZZCRELM,HUBELM,[Tram]
Fieldway Tram Stop,940GZZCRFLD,N/A,[Tram]
Gravel Hill Tram Stop,940GZZCRGRA,N/A,[Tram]
Harrington Road,940GZZCRHAR,N/A,[Tram]
King Henry's Drive,940GZZCRKGH,N/A,[Tram]
Lebanon Road,940GZZCRLEB,N/A,[Tram]
Lloyd Park Tram Stop,940GZZCRLOY,N/A,[Tram]
Mitcham,940GZZCRMCH,N/A,[Tram]
Morden Road,940GZZCRMDN,N/A,[Tram]
Mitcham Junction Station,940GZZCRMJT,HUBMJT,[Tram]
Merton Park,940GZZCRMTP,N/A,[Tram]
New Addington,940GZZCRNWA,N/A,[Tram]
Phipps Bridge,940GZZCRPHI,N/A,[Tram]
Reeves Corner,940GZZCRRVC,N/A,[Tram]
Sandilands Tram Stop,940GZZCRSAN,N/A,[Tram]
Therapia Lane Tram Stop,940GZZCRTPA,N/A,[Tram]
Waddon Marsh,940GZZCRWAD,N/A,[Tram]
West Croydon,940GZZCRWCR,HUBWCY,"[London Overground, Tram]"
Wellesley Road,940GZZCRWEL,N/A,[Tram]
Woodside Tram Stop,940GZZCRWOD,N/A,[Tram]
Wandle Park Tram Stop,940GZZCRWAN,N/A,[Tram]
Wimbledon Tram Stop,940GZZCRWMB,HUBWIM,"[District, Tram]"
Abbey Road DLR Station,940GZZDLABR,N/A,[DLR]
All Saints DLR Station,940GZZDLALL,N/A,[DLR]
Beckton DLR Station,940GZZDLBEC,N/A,[DLR]
Blackwall DLR Station,940GZZDLBLA,N/A,[DLR]
Bow Church DLR Station,940GZZDLBOW,N/A,[DLR]
Beckton Park DLR Station,940GZZDLBPK,N/A,[DLR]
Canary Wharf DLR Station,940GZZDLCAN,HUBCAW,"[DLR, Elizabeth line, Jubilee]"
Crossharbour DLR Station,940GZZDLCLA,N/A,[DLR]
Custom House for ExCeL DLR Station,940GZZDLCUS,HUBCUS,"[DLR, Elizabeth line]"
Cutty Sark (for Maritime Greenwich) DLR Station,940GZZDLCUT,HUBCUT,[DLR]
Cyprus DLR Station,940GZZDLCYP,N/A,[DLR]
Deptford Bridge DLR Station,940GZZDLDEP,N/A,[DLR]
Devons Road DLR Station,940GZZDLDEV,N/A,[DLR]
East India DLR Station,940GZZDLEIN,N/A,[DLR]
Elverson Road DLR Station,940GZZDLELV,N/A,[DLR]
Gallions Reach DLR Station,940GZZDLGAL,N/A,[DLR]
Greenwich Rail Station,940GZZDLGRE,HUBGNW,[DLR]
Heron Quays DLR Station,940GZZDLHEQ,N/A,[DLR]
Island Gardens DLR Station,940GZZDLISL,N/A,[DLR]
King George V DLR Station,940GZZDLKGV,N/A,[DLR]
London City Airport DLR Station,940GZZDLLCA,HUBLCY,[DLR]
Langdon Park DLR Station,940GZZDLLDP,N/A,[DLR]
Lewisham DLR Station,940GZZDLLEW,HUBLEW,[DLR]
Limehouse DLR Station,940GZZDLLIM,HUBLHS,[DLR]
Mudchute DLR Station,940GZZDLMUD,N/A,[DLR]
Poplar DLR Station,940GZZDLPOP,N/A,[DLR]
Prince Regent DLR Station,940GZZDLPRE,N/A,[DLR]
Pudding Mill Lane DLR Station,940GZZDLPUD,N/A,[DLR]
Royal Albert Dlr Station,940GZZDLRAL,N/A,[DLR]
Royal Victoria DLR Station,940GZZDLRVC,HUBRVC,[DLR]
Shadwell Station,940GZZDLSHA,HUBSDE,"[DLR, London Overground]"
Stratford High Street DLR Station,940GZZDLSHS,N/A,[DLR]
Stratford International DLR Station,940GZZDLSIT,N/A,[DLR]
South Quay DLR Station,940GZZDLSOQ,N/A,[DLR]
Star Lane DLR Station,940GZZDLSTL,N/A,[DLR]
Tower Gateway DLR Station,940GZZDLTWG,HUBTOG,[DLR]
Westferry DLR Station,940GZZDLWFE,N/A,[DLR]
West India Quay DLR Station,940GZZDLWIQ,N/A,[DLR]
Woolwich Arsenal DLR Station,940GZZDLWLA,HUBWWA,[DLR]
West Silvertown Station,940GZZDLWSV,N/A,[DLR]
Bank DLR Station,940GZZDLBNK,HUBBAN,"[Central, DLR, Northern, Waterloo & City]"
Canning Town DLR Station,940GZZDLCGT,HUBCAN,"[DLR, Jubilee]"
Pontoon Dock DLR Station,940GZZDLPDK,N/A,[DLR]
Stratford DLR Station,940GZZDLSTD,HUBSRA,"[Central, DLR, Elizabeth line, Jubilee, London Overground]"
West Ham DLR Station,940GZZDLWHM,HUBWEH,"[District, DLR, Hammersmith & City, Jubilee]"
