Station Name,NaPTAN ID,Hub NaPTAN,Lines
Sydenham,['910GSYDENHM'],['HUBSYD'],['London Overground']
Tamworth Road / Centrale,['940GZZCRCTR'],['N/A'],['Tram']
Taplow,['910GTAPLOW'],['N/A'],['Elizabeth line']
Temple,['940GZZLUTMP'],['N/A'],"['District', 'Circle']"
Theobalds Grove,['910GTHBLDSG'],['N/A'],['London Overground']
Therapia Lane,['940GZZCRTPA'],['N/A'],['Tram']
Theydon Bois,['940GZZLUTHB'],['N/A'],['Central']
Tooting Bec,['940GZZLUTBC'],['N/A'],['Northern']
Tooting Broadway,['940GZZLUTBY'],['N/A'],['Northern']
Tottenham Court Road,"['940GZZLUTCR', '910GTOTCTRD']",['HUBTCR'],"['Northern', 'Central', 'Elizabeth line']"
Tottenham Hale,['940GZZLUTMH'],['HUBTOM'],['Victoria']
Totteridge & Whetstone,['940GZZLUTAW'],['N/A'],['Northern']
Tower Gateway,['940GZZDLTWG'],['HUBTOG'],['DLR']
Tower Hill,['940GZZLUTWH'],['N/A'],"['District', 'Circle']"
Tufnell Park,['940GZZLUTFP'],['N/A'],['Northern']
Turkey Street,['910GTURKYST'],['N/A'],['London Overground']
Turnham Green,['940GZZLUTNG'],['N/A'],"['District', 'Piccadilly']"
Turnpike Lane,['940GZZLUTPN'],['N/A'],['Piccadilly']
Twyford,['910GTWYFORD'],['N/A'],['Elizabeth line']
Upminster,"['940GZZLUUPM', '910GUPMNSTR']",['HUBUPM'],"['District', 'London Overground']"
Upminster Bridge,['940GZZLUUPB'],['N/A'],['District']
Upney,['940GZZLUUPY'],['N/A'],['District']
Upper Holloway,['910GUPRHLWY'],['N/A'],['London Overground']
Upton Park,['940GZZLUUPK'],['N/A'],"['District', 'Hammersmith & City']"
Uxbridge,['940GZZLUUXB'],['N/A'],"['Piccadilly', 'Metropolitan']"
Vauxhall,['940GZZLUVXL'],['HUBVXH'],['Victoria']
Victoria,['940GZZLUVIC'],['HUBVIC'],"['District', 'Circle', 'Victoria']"
Waddon Marsh,['940GZZCRWAD'],['N/A'],['Tram']
Walthamstow Central,"['940GZZLUWWL', '910GWLTWCEN']",['HUBWHC'],"['Victoria', 'London Overground']"
Walthamstow Queens Road,['910GWLTHQRD'],['N/A'],['London Overground']
Wandle Park,['940GZZCRWAN'],['N/A'],['Tram']
Wandsworth Road,['910GWNDSWRD'],['N/A'],['London Overground']
Wanstead,['940GZZLUWSD'],['N/A'],['Central']
Wanstead Park,['910GWNSTDPK'],['N/A'],['London Overground']
Wapping,['910GWAPPING'],['N/A'],['London Overground']
Warren Street,['940GZZLUWRR'],['N/A'],"['Northern', 'Victoria']"
Warwick Avenue,['940GZZLUWKA'],['N/A'],['Bakerloo']
Waterloo,['940GZZLUWLO'],['HUBWAT'],"['Jubilee', 'Waterloo & City', 'Northern', 'Bakerloo']"
Watford,['940GZZLUWAF'],['N/A'],['Metropolitan']
Watford High Street,['910GWATFDHS'],['N/A'],['London Overground']
Watford Junction,"['910GWATFDJ', '910GWATFJDC']",['HUBWFJ'],['London Overground']
Wellesley Road,['940GZZCRWEL'],['N/A'],['Tram']
Wembley Central,"['940GZZLUWYC', '910GWMBY']",['HUBWMB'],"['London Overground', 'Bakerloo']"
Wembley Park,['940GZZLUWYP'],['N/A'],"['Jubilee', 'Metropolitan']"
West Acton,['940GZZLUWTA'],['N/A'],['Central']
West Brompton,"['940GZZLUWBN', '910GWBRMPTN']",['HUBWBP'],"['District', 'London Overground']"
West Croydon,"['910GWCROYDN', '940GZZCRWCR']",['HUBWCY'],"['Tram', 'London Overground']"
West Drayton,['910GWDRYTON'],['N/A'],['Elizabeth line']
West Ealing,['910GWEALING'],['N/A'],['Elizabeth line']
West Finchley,['940GZZLUWFN'],['N/A'],['Northern']
West Ham,"['940GZZLUWHM', '940GZZDLWHM']",['HUBWEH'],"['Jubilee', 'District', 'DLR', 'Hammersmith & City']"
West Hampstead,"['940GZZLUWHP', '910GWHMDSTD']",['HUBWHD'],"['Jubilee', 'London Overground']"
West Harrow,['940GZZLUWHW'],['N/A'],['Metropolitan']
West India Quay,['940GZZDLWIQ'],['N/A'],['DLR']
West Kensington,['940GZZLUWKN'],['N/A'],['District']
West Ruislip,['940GZZLUWRP'],['HUBWRU'],['Central']
West Silvertown,['940GZZDLWSV'],['N/A'],['DLR']
Westbourne Park,['940GZZLUWSP'],['N/A'],"['Circle', 'Hammersmith & City']"
Westferry,['940GZZDLWFE'],['N/A'],['DLR']
Westminster,['940GZZLUWSM'],['HUBWSM'],"['Jubilee', 'District', 'Circle']"
White City,['940GZZLUWCY'],['N/A'],['Central']
White Hart Lane,['910GWHHRTLA'],['N/A'],['London Overground']
Whitechapel,"['940GZZLUWPL', '910GWCHAPEL', '910GWCHAPXR']",['HUBZWL'],"['District', 'Elizabeth line', 'Hammersmith & City', 'London Overground']"
Willesden Green,['940GZZLUWIG'],['N/A'],['Jubilee']
Willesden Junction,"['940GZZLUWJN', '910GWLSDJHL']",['HUBWIJ'],"['London Overground', 'Bakerloo']"
Wimbledon,"['940GZZLUWIM', '940GZZCRWMB']",['HUBWIM'],"['District', 'Tram']"
Wimbledon Park,['940GZZLUWIP'],['N/A'],['District']
Wood Green,['940GZZLUWOG'],['N/A'],['Piccadilly']
Wood Lane,['940GZZLUWLA'],['N/A'],"['Circle', 'Hammersmith & City']"
Wood Street,['910GWDST'],['N/A'],['London Overground']
Woodford,['940GZZLUWOF'],['N/A'],['Central']
Woodgrange Park,['910GWDGRNPK'],['N/A'],['London Overground']
Woodside,['940GZZCRWOD'],['N/A'],['Tram']
Woodside Park,['940GZZLUWOP'],['N/A'],['Northern']
Woolwich,['910GWOLWXR'],['N/A'],['Elizabeth line']
Woolwich Arsenal,['940GZZDLWLA'],['HUBWWA'],['DLR']
